Claim_ID,Bind_Date1,Customer_Life_Value1,Age_Insured,Policy_Num,Policy_State,Policy_Start_Date,Policy_Expiry_Date,Policy_BI,Policy_Ded,Policy_Premium,Umbrella_Limit,Insured_Zip,Gender,Education,Occupation,Hobbies,Insured_Relationship,Capital_Gains,Capital_Loss,Garage_Location,Accident_Date,Accident_Type,Collision_Type,Accident_Severity,authorities_contacted,Acccident_State,Acccident_City,Accident_Location,Accident_Hour,Num_of_Vehicles_Involved,Property_Damage,Bodily_Injuries,Witnesses,Police_Report,DL_Expiry_Date,Claims_Date,Auto_Make,Auto_Model,Auto_Year,Vehicle_Color,Vehicle_Cost,Annual_Mileage,DiffIN_Mileage,Low_Mileage_Discount,Fraud_Ind,Commute_Discount,Total_Claim,Injury_Claim,Property_Claim,Vehicle_Claim,Vehicle_Registration,Check_Point
AA00030001,6/1/2022,19,48,186872698,OH,10/19/2023,4/19/2024,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,No,2/9/2024,Vehicle Theft,Unknown,Minor Damage,,WV,Springfield,2809 Francis Lane,7,1,Unknown,1,2,NO,9/8/2025,2/11/2024,Accura,MDX,2022,Blue,16688.6,16062,2548,0,N,0,22519.86,96.53,9594.09,12829.24,UN71Z2350,No
AA00030002,8/1/2022,17,34,121867407,OH,8/22/2023,2/22/2024,500/1000,2000,1270.21,0,476413,FEMALE,College,sales,sleeping,husband,16100,-61200,No,1/14/2024,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,1809 Sky St,13,3,NO,1,1,,7/9/2025,1/18/2024,Nissan,Ultima,2020,Blue,12860.19,17523,7482,0,N,0,9366.31,2811.99,6488.99,65.33,AQ36G8132,No
AA00030003,2/1/2022,23,26,174806200,IL,9/28/2023,3/28/2024,500/1000,1000,1371.88,0,462420,FEMALE,MD,prof-specialty,reading,husband,0,0,No,2/4/2024,Parked Car,Unknown,Trivial Damage,,VA,Arlington,8096 Apache Hwy,4,1,Unknown,2,2,,1/20/2026,2/4/2024,Suburu,Legacy,2022,Gray,17754.13,10582,6021,0,N,0,16139.24,6210.55,9503.92,424.77,BM18M2222,No
AA00030004,10/1/2022,15,46,128674861,IL,10/22/2023,4/22/2024,500/1000,500,1348.83,0,474360,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,No,2/1/2024,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,9358 Texas Ridge,21,3,Unknown,1,2,YES,12/16/2025,2/5/2024,Toyota,Camry,2021,Blue,14248.99,15791,4777,0,N,0,16807.7,14436.87,2137.28,233.55,QA06O6397,No
AA00030005,9/1/2022,16,37,146633162,OH,9/28/2023,3/28/2024,500/1000,500,1374.22,0,472135,FEMALE,MD,craft-repair,yachting,other-relative,45500,-37800,No,1/19/2024,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3842 Solo Ridge,19,1,YES,1,0,NO,3/21/2026,1/24/2024,Accura,TL,2024,White,24663.24,7522,5524,0,N,0,114922.69,2386.26,45358.44,67177.99,DM82R6983,No
AA00030006,12/1/2022,13,33,130224439,OH,9/21/2023,3/21/2024,100/300,1000,1427.14,0,446895,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,No,2/15/2024,Parked Car,Unknown,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,9/5/2025,2/18/2024,Toyota,Highlander,2017,Black,7838.92,14744,3884,0,N,0,15215.4,6025.72,2237.14,6952.54,OJ36H2065,No
AA00030007,7/1/2022,18,35,130038190,IL,10/24/2023,4/24/2024,500/1000,2000,1124.69,0,446971,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,No,2/20/2024,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,YES,0,3,YES,7/29/2025,2/22/2024,Toyota,Camry,2019,White,11003.39,12515,4539,0,N,0,3892.66,787.92,1317.32,1787.42,PR77K4502,No
AA00030008,6/1/2022,19,55,147975573,OH,10/4/2023,4/4/2024,250/500,2000,1305.26,0,455482,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,No,1/8/2024,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,Unknown,1,3,YES,1/6/2026,1/12/2024,BMW,X5,2022,Black,38197.19,16920,2148,0,Y,0,16617.21,5045.03,10734.31,837.87,DV89V0190,No
AA00030009,7/1/2022,18,40,158942066,OH,7/4/2023,1/4/2024,500/1000,2000,1217.69,0,440106,FEMALE,MD,prof-specialty,reading,wife,24000,0,No,1/26/2024,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,9138 1st St,6,3,Unknown,1,0,,6/9/2025,1/28/2024,Dodge,Neon,2016,Black,6586.1,12765,5014,0,Y,0,22086.19,1662.73,13332.0,7091.46,BP39X8639,No
AA00030010,12/1/2022,13,53,189721968,IL,10/11/2023,4/11/2024,100/300,1000,1496.44,0,616884,FEMALE,High School,tech-support,camping,unmarried,0,0,No,2/16/2024,Parked Car,Unknown,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,YES,2,2,NO,9/23/2025,2/21/2024,Honda,CRV,2022,White,16441.47,5825,6802,1,N,0,3222.2,680.84,760.23,1781.13,SC77D0681,No
