Claim_ID,Bind_Date1,Customer_Life_Value1,Age_Insured,Policy_Num,Policy_State,Policy_Start_Date,Policy_Expiry_Date,Policy_BI,Policy_Ded,Policy_Premium,Umbrella_Limit,Insured_Zip,Gender,Education,Occupation,Hobbies,Insured_Relationship,Capital_Gains,Capital_Loss,Garage_Location,Accident_Date,Accident_Type,Collision_Type,Accident_Severity,authorities_contacted,Acccident_State,Acccident_City,Accident_Location,Accident_Hour,Num_of_Vehicles_Involved,Property_Damage,Bodily_Injuries,Witnesses,Police_Report,DL_Expiry_Date,Claims_Date,Auto_Make,Auto_Model,Auto_Year,Vehicle_Color,Vehicle_Cost,Annual_Mileage,DiffIN_Mileage,Low_Mileage_Discount,Fraud_Ind,Commute_Discount,Total_Claim,Injury_Claim,Property_Claim,Vehicle_Claim,Vehicle_Registration,Check_Point
AA00012501,7/1/2022,18,61,119747136,IN,9/22/2023,3/22/2024,500/1000,1000,1037.32,0,438837,FEMALE,High School,tech-support,skydiving,wife,0,-15700,No,1/30/2024,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,5341 5th Ave,1,3,Unknown,2,1,NO,12/28/2025,2/1/2024,Nissan,Ultima,2015,White,5339.69,12874,3290,0,N,0,12186.11,6952.91,4352.84,880.36,LK61D2729,No
AA00012502,11/1/2022,14,31,119509202,IN,11/9/2023,5/9/2024,500/1000,2000,1175.7,0,608767,MALE,Masters,protective-serv,yachting,not-in-family,0,0,No,2/19/2024,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,5585 Washington Drive,14,1,NO,0,2,NO,10/29/2025,2/20/2024,Dodge,Neon,2015,Silver,5364.33,10266,7876,0,N,0,21390.4,20272.32,545.5,572.58,AX55D5941,No
AA00012503,5/1/2022,20,39,136711536,OH,9/18/2023,3/18/2024,250/500,500,1453.95,0,470389,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,38200,0,No,1/7/2024,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Springfield,3443 Maple Ridge,17,3,YES,0,3,NO,5/1/2025,1/10/2024,Audi,A3,2019,Black,10579.46,10050,7918,0,N,0,7054.79,583.59,2696.37,3774.83,HT28X0374,No
AA00012504,3/1/2022,22,50,139272053,IL,11/1/2023,5/1/2024,500/1000,1000,978.46,0,431121,FEMALE,High School,sales,yachting,husband,0,0,No,2/4/2024,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,6634 Texas Ridge,19,1,YES,0,0,NO,11/23/2025,2/4/2024,Chevrolet,Silverado,2022,White,17525.33,11699,5775,0,N,1,16478.76,4863.51,250.72,11364.53,NU89O9481,No
AA00012505,12/1/2022,13,28,118449744,OH,10/10/2023,4/10/2024,100/300,1000,830.31,0,443854,MALE,JD,farming-fishing,video-games,husband,0,-32600,No,1/13/2024,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,Unknown,1,0,,6/22/2025,1/16/2024,Jeep,Wrangler,2015,Gray,5775.8,13761,2926,0,N,1,15550.62,13442.55,201.54,1906.53,RK95W1052,No
AA00012506,5/1/2022,20,31,186931019,OH,10/29/2023,4/29/2024,100/300,1000,1457.65,5000000,606219,FEMALE,College,armed-forces,camping,own-child,0,0,No,2/3/2024,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,1110 4th Drive,0,3,NO,1,3,,10/1/2025,2/7/2024,Toyota,Highlander,2019,White,10654.46,7419,7420,1,N,0,11583.61,494.38,4008.15,7081.08,AO19P7799,No
AA00012507,6/1/2022,19,45,112491592,IN,9/11/2023,3/11/2024,500/1000,2000,1447.77,0,605756,FEMALE,Associate,adm-clerical,camping,wife,39400,-63900,No,1/18/2024,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,3835 5th Ave,8,3,YES,1,1,,10/31/2025,1/22/2024,Accura,MDX,2022,White,17661.89,5758,4343,1,N,0,15546.18,2058.77,2037.2,11450.21,VH59T4828,No
AA00012508,1/1/2023,12,40,193420957,IN,9/5/2023,3/5/2024,100/300,500,1450.98,0,478609,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,No,1/18/2024,Parked Car,Unknown,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,20,1,Unknown,0,2,NO,12/31/2025,1/20/2024,Toyota,Camry,2019,Blue,10180.97,6264,2678,1,N,0,18856.87,2654.81,3735.2,12466.86,WD82S2164,No
AA00012509,11/1/2022,14,50,136223959,OH,8/18/2023,2/18/2024,500/1000,2000,1368.57,0,474860,FEMALE,MD,tech-support,paintball,other-relative,0,0,No,1/3/2024,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,8811 Maple Hwy,18,3,NO,2,2,YES,11/22/2025,1/6/2024,Accura,MDX,2017,Black,7628.35,15675,5101,0,N,0,7051.96,354.46,1359.67,5337.83,HB67R8481,No
AA00012510,6/1/2022,19,32,132799887,OH,8/11/2023,2/11/2024,500/1000,2000,1257.0,4000000,616341,FEMALE,High School,machine-op-inspct,basketball,unmarried,63900,-43700,No,1/11/2024,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,1929 Britain Drive,23,1,NO,1,3,NO,10/16/2025,1/16/2024,Suburu,Legacy,2021,Gray,13924.98,10658,6349,0,N,0,20172.44,13703.65,320.45,6148.34,OD65P0840,No
