Claim_ID,Bind_Date1,Customer_Life_Value1,Age_Insured,Policy_Num,Policy_State,Policy_Start_Date,Policy_Expiry_Date,Policy_BI,Policy_Ded,Policy_Premium,Umbrella_Limit,Insured_Zip,Gender,Education,Occupation,Hobbies,Insured_Relationship,Capital_Gains,Capital_Loss,Garage_Location,Accident_Date,Accident_Type,Collision_Type,Accident_Severity,authorities_contacted,Acccident_State,Acccident_City,Accident_Location,Accident_Hour,Num_of_Vehicles_Involved,Property_Damage,Bodily_Injuries,Witnesses,Police_Report,DL_Expiry_Date,Claims_Date,Auto_Make,Auto_Model,Auto_Year,Vehicle_Color,Vehicle_Cost,Annual_Mileage,DiffIN_Mileage,Low_Mileage_Discount,Fraud_Ind,Commute_Discount,Total_Claim,Injury_Claim,Property_Claim,Vehicle_Claim,Vehicle_Registration,Check_Point
BB00015001,4/1/2022,21,42,123330533,IL,10/28/2023,4/28/2024,250/500,500,1124.6,0,612904,MALE,Associate,armed-forces,hiking,not-in-family,0,0,No,1/30/2024,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,4985 Sky Lane,23,3,YES,0,0,,8/9/2025,2/2/2024,Jeep,Wrangler,2015,White,5762.51,17693,2815,0,N,0,19696.98,3668.5,11593.04,4435.44,VP45I2585,No
BB00015002,3/1/2022,22,51,160990531,IN,9/21/2023,3/21/2024,100/300,2000,1398.46,0,455672,MALE,Associate,sales,skydiving,other-relative,0,0,No,2/2/2024,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,1910 Sky Ave,14,1,Unknown,0,2,NO,6/9/2025,2/7/2024,Audi,A5,2016,Black,6334.94,12159,6010,0,N,0,4681.66,1858.26,1510.01,1313.39,PD63L4909,No
BB00015003,3/1/2022,22,43,171249050,IL,10/14/2023,4/14/2024,500/1000,2000,1353.33,0,447458,MALE,Associate,adm-clerical,video-games,not-in-family,0,-8500,No,2/12/2024,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,9875 MLK Ave,9,3,YES,2,0,NO,4/10/2026,2/13/2024,Ford,Escape,2016,Blue,6454.49,5984,3860,1,N,1,16164.76,7082.8,689.9,8392.06,AW52P5475,No
BB00015004,3/1/2022,22,42,165915869,IN,9/23/2023,3/23/2024,250/500,2000,1197.22,5000000,468176,MALE,MD,machine-op-inspct,reading,other-relative,0,0,No,1/21/2024,Vehicle Theft,Unknown,Minor Damage,Police,VA,Riverwood,6608 MLK Hwy,8,1,Unknown,0,0,,8/10/2025,1/25/2024,Mercedes,E400,2016,Gray,13338.8,16460,3327,0,Y,0,86459.85,27975.27,2813.47,55671.11,FC73Q3184,No
BB00015005,7/1/2022,18,44,174093059,OH,10/14/2023,4/14/2024,500/1000,500,1097.57,0,462836,MALE,PhD,priv-house-serv,basketball,unmarried,0,0,No,2/28/2024,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,4429 Washington St,12,1,NO,1,0,YES,7/21/2025,2/29/2024,Saab,93,2015,Blue,5370.01,17750,6040,0,N,0,3039.77,439.02,775.4,1825.35,SM94O9206,No
BB00015006,11/1/2022,14,41,171785217,OH,9/19/2023,3/19/2024,100/300,2000,1514.72,0,617970,MALE,High School,transport-moving,board-games,own-child,35700,0,No,2/2/2024,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,13,3,YES,0,1,,4/24/2025,2/7/2024,Suburu,Legacy,2016,Gray,6724.81,17827,5075,0,N,0,19809.07,5326.46,12440.51,2042.1,EJ88B1010,No
BB00015007,1/1/2022,24,44,163217494,OH,9/28/2023,3/28/2024,500/1000,2000,814.96,6000000,435267,FEMALE,PhD,priv-house-serv,chess,not-in-family,68500,0,No,2/5/2024,Parked Car,Unknown,Trivial Damage,Police,NC,Hillsdale,2787 MLK St,7,1,Unknown,2,2,NO,9/19/2025,2/7/2024,Mercedes,ML350,2015,Gray,5270.62,6677,7226,1,Y,0,14796.02,3595.3,10099.4,1101.32,EU95P5799,No
BB00015008,3/1/2022,22,39,189881960,OH,11/19/2023,5/19/2024,250/500,1000,1393.57,0,478423,MALE,PhD,machine-op-inspct,movies,not-in-family,47600,-39600,No,2/27/2024,Parked Car,Unknown,Minor Damage,Police,VA,Northbend,5821 2nd St,5,1,NO,0,1,YES,12/31/2025,3/2/2024,Ford,F150,2018,Gray,10167.42,9512,7734,0,N,0,20483.26,15972.59,3454.25,1056.42,TW71O7465,No
BB00015009,4/1/2022,21,33,162613385,IL,9/30/2023,3/31/2024,250/500,500,903.32,0,451184,FEMALE,High School,transport-moving,yachting,not-in-family,0,0,No,1/19/2024,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,5925 Tree Hwy,1,3,Unknown,1,0,,5/6/2025,1/20/2024,Toyota,Highlander,2015,Silver,5662.47,10375,4962,0,N,0,18017.28,7940.96,7062.9,3013.42,IW00N4417,No
BB00015010,12/1/2022,13,29,122549686,OH,9/29/2023,3/29/2024,500/1000,500,973.8,0,479913,FEMALE,Associate,craft-repair,exercise,own-child,0,-85900,No,1/16/2024,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9105 Tree Lane,9,1,Unknown,1,0,NO,7/10/2025,1/16/2024,Dodge,Neon,2022,Black,17859.48,10457,3489,0,N,0,16170.66,8669.15,6318.41,1183.1,WU35F4224,No
