Claim_ID,Bind_Date1,Customer_Life_Value1,Age_Insured,Policy_Num,Policy_State,Policy_Start_Date,Policy_Expiry_Date,Policy_BI,Policy_Ded,Policy_Premium,Umbrella_Limit,Insured_Zip,Gender,Education,Occupation,Hobbies,Insured_Relationship,Capital_Gains,Capital_Loss,Garage_Location,Accident_Date,Accident_Type,Collision_Type,Accident_Severity,authorities_contacted,Acccident_State,Acccident_City,Accident_Location,Accident_Hour,Num_of_Vehicles_Involved,Property_Damage,Bodily_Injuries,Witnesses,Police_Report,DL_Expiry_Date,Claims_Date,Auto_Make,Auto_Model,Auto_Year,Vehicle_Color,Vehicle_Cost,Annual_Mileage,DiffIN_Mileage,Low_Mileage_Discount,Fraud_Ind,Commute_Discount,Total_Claim,Injury_Claim,Property_Claim,Vehicle_Claim,Vehicle_Registration,Check_Point
AA00020001,4/1/2022,21,30,127299878,IN,10/9/2023,4/9/2024,250/500,2000,1616.58,0,447979,MALE,JD,adm-clerical,polo,husband,58500,-46800,No,2/4/2024,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,13,3,YES,0,3,YES,1/4/2026,2/7/2024,Dodge,RAM,2019,Black,13606.69,7823,7172,0,N,0,14386.67,4208.7,7456.2,2721.77,VV36T7138,No
AA00020002,3/1/2022,22,28,132638383,IL,9/6/2023,3/6/2024,250/500,1000,1340.56,0,433184,FEMALE,JD,machine-op-inspct,golf,not-in-family,0,0,No,1/17/2024,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbend,9020 Elm Ave,19,1,YES,0,2,YES,8/21/2025,1/17/2024,Saab,92x,2017,Blue,6280.23,17319,7779,0,N,0,11097.18,7118.42,2941.72,1037.04,SC90X1203,No
AA00020003,12/1/2022,13,57,152272811,IL,9/24/2023,3/24/2024,500/1000,500,1351.72,0,612102,MALE,High School,tech-support,camping,wife,0,-49400,No,2/5/2024,Parked Car,Unknown,Minor Damage,,NY,Springfield,3995 Lincoln Hwy,3,1,YES,1,3,,7/25/2025,2/7/2024,Volkswagen,Passat,2020,Black,12872.73,16921,6098,0,N,0,6901.27,6.98,4056.57,2837.72,BU70G1275,No
AA00020004,9/1/2022,16,32,149741531,OH,9/21/2023,3/21/2024,250/500,2000,1106.84,0,464362,MALE,PhD,other-service,reading,wife,43100,-31900,No,1/7/2024,Vehicle Theft,Unknown,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,6/27/2025,1/12/2024,Suburu,Legacy,2015,White,5332.55,7490,5294,1,N,0,7204.61,3021.95,3809.78,372.88,RW49K9065,No
AA00020005,7/1/2022,18,31,176745426,IN,9/1/2023,3/1/2024,250/500,500,1194.83,0,603733,FEMALE,MD,prof-specialty,camping,husband,28600,0,No,1/20/2024,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,2037 5th Drive,23,1,NO,0,0,NO,4/28/2025,1/25/2024,Suburu,Forrestor,2023,Black,20445.17,11847,2530,0,N,0,22383.53,1127.49,15071.35,6184.69,RH81U2371,No
AA00020006,10/1/2022,15,40,173636722,IL,10/16/2023,4/16/2024,100/300,500,1342.8,0,439502,FEMALE,MD,sales,base-jumping,husband,0,0,No,2/2/2024,Vehicle Theft,Unknown,Trivial Damage,Police,NY,Springfield,6259 Weaver St,2,1,YES,1,3,YES,6/8/2025,2/3/2024,Toyota,Camry,2023,Blue,19382.51,14498,6151,0,N,0,11160.64,6449.69,825.7,3885.25,PX53K7641,No
AA00020007,12/1/2022,13,55,195053320,OH,10/16/2023,4/16/2024,250/500,500,862.19,0,606858,MALE,High School,adm-clerical,movies,unmarried,69400,0,No,2/23/2024,Vehicle Theft,Unknown,Trivial Damage,Police,SC,Northbend,8167 Apache Ave,7,1,Unknown,2,3,,11/12/2025,2/23/2024,Accura,MDX,2021,White,14122.67,17726,5158,0,N,0,11985.12,3850.49,1488.63,6646.0,JY60R4373,No
AA00020008,4/1/2022,21,59,151238150,OH,9/15/2023,3/15/2024,250/500,2000,1326.62,7000000,477310,MALE,MD,other-service,bungie-jumping,own-child,0,0,No,1/3/2024,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,5104 Francis Drive,19,3,Unknown,0,3,YES,8/30/2025,1/5/2024,Nissan,Pathfinder,2022,White,17382.71,10145,5463,0,N,0,24925.38,23882.0,269.76,773.62,TT24L7818,No
AA00020009,12/1/2022,13,34,191768259,IN,10/5/2023,4/5/2024,500/1000,500,1232.57,0,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,No,2/22/2024,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,Unknown,0,0,,9/27/2025,2/27/2024,Nissan,Pathfinder,2020,Red,12997.36,12711,6556,0,N,0,3245.26,760.05,723.99,1761.22,DX18C1137,No
AA00020010,3/1/2022,22,33,154852993,IL,9/23/2023,3/23/2024,250/500,500,1236.5,0,619620,MALE,PhD,other-service,bungie-jumping,husband,0,-48700,No,2/12/2024,Parked Car,Unknown,Trivial Damage,,NY,Hillsdale,8211 Sky Hwy,1,1,NO,0,1,NO,4/21/2026,2/12/2024,Nissan,Ultima,2017,Red,7932.84,17387,4341,0,N,0,22288.21,6095.56,3244.69,12947.96,BO16G0963,No
